Diameter,HMag,Albedo,Density,Strength,Alpha,Velocity,Angle,Azimuth, Latitude,Longitude,LumEff,Ablation,Altitude,GroundE,BlastRad1,BlastRad2,BlastRad4,BlastRad10,ThermRad2,ThermRad3,ThermRad4,ThermRad6,BlastPop1,BlastPop2,BlastPop4,BlastPop10,ThermPop2,ThermPop3,ThermPop4,ThermPop6,TsuWet,TsuCas,GlobalCas
26.35,28.0461,0.0153,1431.0,263400.0,0.2901,17914.0,57.9,323.17,33.5696,17.7552,0.003898,2.083e-09,28550.0,2.68529e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.57,28.3449,0.2603,1160.69,3074000.0,0.2469,18826.0,43.39,298.74,21.1464,-111.495,0.01176,6.136e-10,31690.0,4.50904e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.39,28.2647,0.1593,1236.56,113400.0,0.2806,29873.0,53.43,171.03,-38.2298,-103.906,0.008443,7.729e-09,48010.0,2.95032e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576.32,20.448,0.035,2305.06,816900.0,0.1175,13893.0,67.87,11.04,40.1174,-63.0297,0.0004369,5.079e-09,0.0,2908.86,181900.0,100981.0,57792.5,31712.8,38520.7,29719.4,21014.8,17582.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6377490.0,239239.0,0.0
138.58,21.8773,0.1625,2079.13,137000.0,0.2677,26669.0,25.26,346.01,-18.3773,8.1835,0.0006314,3.772e-10,17850.0,0.000785932,97081.8,78724.1,46137.5,16592.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.3,25.9538,0.1772,3115.17,6071000.0,0.1389,21482.0,33.09,24.03,57.4811,-108.156,0.02304,6.895e-09,27040.0,8.21704e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.13,24.8456,0.2388,2403.32,8010000.0,0.2195,19162.0,59.39,9.08,28.9225,-53.8105,0.006002,1.873e-09,20920.0,9.9417e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.05,26.6995,0.0218,2549.91,6636000.0,0.2772,24936.0,33.58,77.79,-13.2031,114.774,0.01856,6.294e-09,24650.0,7.35425e-07,14740.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.93,28.6784,0.0497,1578.33,464200.0,0.153,21797.0,57.76,183.97,-47.1624,-171.14,0.0009482,3.563e-08,41450.0,5.31423e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.04,26.7455,0.0166,2492.88,2494000.0,0.2652,18569.0,6.55,94.78,-46.69,36.7553,0.0003328,9.472e-10,28180.0,8.62708e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.45,23.9037,0.1896,1577.99,479900.0,0.2995,15075.0,56.1,256.29,4.76108,171.31,0.0005193,3.615e-08,30360.0,3.46962e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761.75,20.014,0.0299,1978.07,1091000.0,0.2784,16710.0,83.65,245.91,4.06415,78.2315,0.007887,2.338e-08,0.0,5953.75,258397.0,143448.0,82096.9,45049.5,253822.0,195828.0,138471.0,115853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20115700.0,1481510.0,0.0
142.47,20.8537,0.3946,1961.63,436000.0,0.1124,13292.0,23.63,348.02,-67.8279,97.2944,0.0004142,3.765e-10,17370.0,0.000987178,59577.8,42374.0,20866.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.65,27.5735,0.2808,2352.95,538500.0,0.2713,14661.0,80.31,347.1,-32.8637,-82.4515,0.009948,5.867e-10,32550.0,1.69294e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.18,28.235,0.0219,3391.36,2398000.0,0.1662,14882.0,41.41,170.34,-13.4491,67.4527,0.02245,3.671e-08,27660.0,3.66695e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.75,27.4277,0.0863,2436.61,134800.0,0.2296,17044.0,22.5,94.91,-66.9914,-70.6701,0.0005318,4.325e-10,36760.0,1.03167e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.99,23.5709,0.1051,2382.22,166200.0,0.1505,23263.0,2.46,333.8,-29.558,-155.91,0.009991,3.722e-09,33390.0,8.3911e-06,32357.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.79,22.6136,0.2102,2830.98,2639000.0,0.1514,13189.0,50.23,352.48,-8.03503,142.25,0.01827,1.399e-09,13730.0,0.000290703,41411.9,25960.8,11225.4,0.0,20143.9,12854.3,0.0,0.0,7394.68,2656.42,512.389,0.0,1567.58,662.855,0.0,0.0,0.0,0.0,0.0
14.92,27.2626,0.0982,2517.13,438100.0,0.1317,14860.0,32.93,99.46,-8.45231,86.7793,0.02456,3.811e-09,33220.0,7.35102e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.68,27.4007,0.3267,5462.34,8480000.0,0.2345,14226.0,67.66,225.96,8.59989,-122.504,0.02616,3.997e-10,20040.0,2.10473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.2,23.6628,0.2051,1283.25,3745000.0,0.2623,15182.0,27.28,46.63,28.1075,-31.5914,0.02121,2.937e-08,24910.0,1.77656e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.9,20.8423,0.2677,1719.24,3625000.0,0.298,16259.0,8.82,303.02,52.2832,25.2816,0.02816,5.227e-09,21650.0,0.00226587,78939.1,59387.4,30719.4,0.0,66334.4,49289.7,31311.0,23359.1,652671.0,331586.0,80131.0,0.0,478374.0,201515.0,80702.4,42416.9,0.0,0.0,0.0
11.22,26.9458,0.2326,1676.13,4358000.0,0.1279,24294.0,31.79,298.54,-34.9367,163.48,0.000479,9.612e-09,32450.0,8.85599e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.96,23.1834,0.229,2641.05,190600.0,0.1507,23128.0,50.94,196.59,-67.914,14.7943,0.01305,2.538e-09,19710.0,1.25087e-05,38876.7,19675.8,0.0,0.0,9370.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.71,22.4441,0.3146,1531.41,464300.0,0.1104,21341.0,37.86,308.61,-62.6195,-164.008,0.000974,7.92e-09,25070.0,1.54321e-06,29860.6,4241.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.21,26.0147,0.2082,1676.84,1004000.0,0.2659,21793.0,59.0,176.3,-74.7205,105.875,0.001091,1.133e-08,33570.0,6.69458e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.16,23.8231,0.0479,2644.38,433700.0,0.1961,15137.0,53.65,141.74,3.02703,-41.9271,0.002779,7.335e-10,13000.0,0.000682529,55374.8,39420.5,21243.8,3858.32,732.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.55,24.9237,0.178,2409.58,125300.0,0.2603,18885.0,35.68,169.74,58.4534,-176.3,0.0007445,8.939e-10,27190.0,9.99356e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230.08,21.0637,0.1247,2374.31,2897000.0,0.2385,17313.0,68.32,276.05,-48.158,141.453,0.001999,2.521e-08,10650.0,4.14183e-05,217774.0,90965.5,50515.4,23721.5,29964.0,22102.5,13694.8,9861.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.06,27.0959,0.1755,1501.77,2432000.0,0.1882,20926.0,69.6,102.02,4.92489,114.38,0.01177,4.525e-09,31210.0,1.37976e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.57,29.5179,0.1312,2861.5,113400.0,0.16,16196.0,30.7,69.73,43.9358,108.366,0.006598,5.77e-09,45480.0,1.04045e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147.76,21.8014,0.1533,1963.64,8226000.0,0.2011,17995.0,29.85,62.64,-6.41918,-179.388,0.02901,1.513e-09,17780.0,0.00810632,76795.0,59520.6,32665.3,8304.53,64030.4,48088.0,31593.7,24573.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.93,21.9472,0.3113,2277.93,378800.0,0.1528,16319.0,76.57,10.81,39.299,68.909,0.0003356,4.306e-09,14390.0,0.000139277,49818.2,34143.1,16654.7,0.0,0.0,0.0,0.0,0.0,273622.0,102828.0,13629.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.55,28.1732,0.166,2271.89,245600.0,0.12,16766.0,86.85,304.99,32.1741,58.3283,0.01491,5.091e-08,42630.0,4.7453e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.48,26.5025,0.08,2952.37,117400.0,0.234,43205.0,19.09,264.37,-1.03363,-5.6549,0.0005992,1.011e-09,35630.0,2.05121e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.02,21.632,0.1095,1566.21,1233000.0,0.1935,23888.0,51.68,291.39,18.4993,135.657,0.002975,5.567e-09,14570.0,0.00023354,186548.0,101671.0,63797.6,25479.5,30014.3,21220.3,10909.0,4429.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226.7,20.9111,0.1478,2671.99,4343000.0,0.1964,34222.0,23.84,38.09,22.2911,-112.077,0.01247,2.936e-08,21860.0,4.93002e-15,377605.0,206882.0,136416.0,53266.5,142851.0,109331.0,75747.6,62233.7,881340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.34,21.8318,0.1915,3951.65,148100.0,0.2196,22712.0,60.15,81.32,-1.0741,48.5144,0.009407,1.666e-08,14980.0,2.27023e-06,125259.0,87979.7,53404.3,21082.3,50381.9,37684.0,24450.8,18739.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.15,23.7257,0.2173,2495.56,648500.0,0.2197,14972.0,81.65,51.74,-6.24282,-71.9354,0.0009226,8.536e-09,19820.0,2.62884e-06,17065.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.31,26.6595,0.2981,2257.41,1308000.0,0.1507,13917.0,53.64,51.87,11.4725,-113.638,0.0007413,7.619e-10,30250.0,4.63067e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.03,28.2529,0.5402,2073.21,420900.0,0.164,12419.0,57.71,89.93,-15.2805,51.2601,0.0004718,4.075e-10,36510.0,1.6786e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.47,27.8241,0.6517,2209.93,4286000.0,0.1841,17795.0,54.26,286.27,23.0801,61.07,0.0285,1.796e-08,30060.0,9.16464e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.56,26.9132,0.0428,1986.15,919600.0,0.119,13851.0,45.76,44.12,-27.49,-117.79,0.001859,2.121e-09,26650.0,4.27592e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.16,26.8941,0.2076,1484.61,6098000.0,0.2257,21561.0,33.8,235.21,-8.92813,98.7214,0.00131,8.991e-10,27870.0,1.11247e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.9,23.8888,0.0221,1111.33,5472000.0,0.1254,11790.0,34.84,51.93,-38.3948,-150.346,0.005839,7.019e-10,17970.0,0.000759006,46085.7,27676.7,9843.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.31,29.6698,0.0345,1695.23,770300.0,0.2876,30018.0,18.03,244.82,26.17,157.977,0.0009826,8.871e-10,41030.0,9.92465e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.39,20.9777,0.3626,1942.13,1162000.0,0.1944,21887.0,43.62,294.35,-41.1519,-52.5097,0.001988,4.272e-08,22330.0,2.90178e-12,80760.0,60725.6,31300.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.97,20.5826,0.2164,4365.09,777600.0,0.2567,15090.0,69.98,149.28,-17.1145,-96.4459,0.007286,1.88e-08,5840.0,24.6314,189723.0,78903.9,43600.9,22409.4,64956.6,49977.2,35097.1,29189.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.26,29.1525,0.1387,1788.71,5794000.0,0.1315,14760.0,38.81,27.66,69.8619,0.4236,0.002082,5.231e-08,27170.0,7.51341e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.49,28.3625,0.2639,1593.38,192300.0,0.1384,17405.0,48.19,259.73,-5.56921,-149.135,0.003336,1.238e-09,43380.0,2.43895e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.16,25.0785,0.0483,1690.71,200900.0,0.1231,14353.0,39.31,143.78,44.0574,111.527,0.0007898,4.246e-10,22870.0,7.1755e-06,10809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.56,23.6739,0.2244,2170.99,3806000.0,0.1737,13784.0,28.11,151.74,6.83534,-127.388,0.02313,4.04e-08,23940.0,1.07448e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.4,23.8794,0.034,1892.0,122100.0,0.1677,22669.0,39.45,63.92,34.4093,-153.038,0.0006775,3.928e-10,16260.0,0.000425571,72863.5,56018.0,31055.0,8602.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2,28.8266,0.1348,4295.2,1489000.0,0.2839,14157.0,42.4,208.21,-67.2664,61.312,0.001986,4.641e-09,29690.0,1.81633e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.43,24.4558,0.1775,2106.53,1043000.0,0.2395,19214.0,37.68,339.81,-2.74532,83.0547,0.01152,8.068e-10,24100.0,1.98643e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.58,27.3637,0.2706,1159.6,261000.0,0.1794,19059.0,44.84,95.17,-12.3847,142.343,0.00276,1.211e-08,42730.0,5.26229e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.46,28.6486,0.2048,2552.18,4435000.0,0.1837,18262.0,59.47,151.98,-46.315,-176.131,0.02334,4.798e-10,28160.0,8.62343e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.11,26.8381,0.262,2915.61,329000.0,0.2825,15177.0,50.79,89.83,7.73093,88.5472,0.006096,3.681e-10,33150.0,6.12318e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.85,25.7975,0.3356,2018.83,1980000.0,0.2923,24432.0,16.01,270.21,23.7959,175.668,0.0003382,4.939e-08,37130.0,8.74606e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.71,23.0408,0.3209,2710.51,589100.0,0.2488,13410.0,83.14,168.21,71.1515,136.757,0.002626,4.014e-10,16030.0,3.51034e-05,23608.1,6912.58,0.0,0.0,0.0,0.0,0.0,0.0,75.6669,6.87919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.59,25.4836,0.0797,1739.35,141900.0,0.2299,27449.0,44.94,289.33,35.2146,131.489,0.01693,6.387e-10,26700.0,1.01413e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.02,23.9042,0.1177,2369.59,1779000.0,0.2028,18172.0,43.29,262.27,47.3252,-39.4757,0.02243,1.272e-09,20030.0,2.26309e-05,29156.5,9508.13,0.0,0.0,10016.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.94,20.337,0.3193,1923.69,2393000.0,0.2601,19680.0,68.07,342.9,29.3755,92.0182,0.0005175,1.513e-08,12580.0,5.45628e-05,207051.0,110878.0,72974.7,28677.8,5967.94,0.0,0.0,0.0,1236350.0,737806.0,209404.0,39595.2,211.774,0.0,0.0,0.0,0.0,0.0,0.0
134.09,21.4246,0.2633,1440.6,384900.0,0.1445,15341.0,38.23,212.83,59.5203,146.592,0.01589,7.019e-10,16720.0,0.000389678,55707.1,38797.3,18684.9,0.0,29052.3,19729.4,7405.73,0.0,573.58,258.695,55.7899,0.0,102.328,48.4832,8.23696,0.0,0.0,0.0,0.0
82.21,22.7843,0.2002,2157.35,1237000.0,0.1112,25676.0,63.55,180.63,-3.50121,137.641,0.02239,2.188e-09,17150.0,3.1553e-05,54784.4,37473.0,17576.8,0.0,35285.8,24941.4,12805.3,5152.3,409602.0,189283.0,42958.8,0.0,168228.0,85652.8,22896.7,3589.42,0.0,0.0,0.0
141.33,23.7815,0.027,1754.4,7248000.0,0.2302,30115.0,67.15,327.96,54.0059,81.9718,0.0003009,4.578e-09,14940.0,6.7761e-05,125411.0,87869.0,53345.3,21064.1,0.0,0.0,0.0,0.0,1449550.0,224518.0,98757.8,9680.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.99,26.7068,0.2163,2892.21,5467000.0,0.2658,16086.0,12.29,328.13,45.0553,-63.8696,0.00304,1.853e-09,26190.0,2.02116e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.49,28.996,0.3632,2107.84,753500.0,0.246,17496.0,47.99,102.82,-41.5449,-26.1335,0.02057,6.881e-10,37050.0,1.27893e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.25,22.636,0.2668,1312.35,135200.0,0.2523,18891.0,81.57,336.55,47.4604,-94.7732,0.008202,2.435e-09,19710.0,9.98219e-06,29663.2,10397.7,0.0,0.0,0.0,0.0,0.0,0.0,45317.0,21269.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.6,24.1589,0.2205,1707.04,377100.0,0.2517,18809.0,81.38,68.92,29.943,61.1583,0.003491,4.523e-08,29520.0,1.16664e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.22,28.9004,0.1776,1819.22,791700.0,0.2631,13714.0,74.76,232.29,-57.8639,-98.5016,0.0004202,4.657e-08,35020.0,4.43371e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.31,20.9839,0.0728,2559.05,7420000.0,0.1077,14384.0,23.93,289.99,21.1414,151.378,0.001015,2.134e-08,11070.0,0.00253437,258272.0,99154.0,55911.8,28063.8,27183.5,19754.6,11569.4,7545.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.66,24.8465,0.1062,3695.65,379900.0,0.1805,15365.0,28.08,239.17,26.5955,174.87,0.02171,1.152e-09,23160.0,7.99017e-06,11355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.71,26.7153,0.3157,2571.61,5426000.0,0.1822,37149.0,63.97,97.28,15.6579,-95.9655,0.01299,4.602e-10,31480.0,3.25901e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.36,28.141,0.1798,2353.0,3282000.0,0.2548,20144.0,40.74,291.57,44.2728,96.0777,0.003935,1.679e-09,30100.0,1.55271e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.22,23.7573,0.1523,2803.78,219500.0,0.1809,13607.0,5.66,11.26,-6.5087,51.826,0.004841,5.016e-09,29840.0,8.73395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.37,25.0347,0.173,1952.94,276200.0,0.1313,22539.0,43.42,197.49,7.34821,25.0179,0.002675,7.09e-09,30440.0,1.28744e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.3,20.905,0.2024,1456.08,1983000.0,0.1489,18173.0,38.97,112.58,-12.7056,-37.0728,0.001102,9.761e-10,13010.0,0.00286526,143829.0,83017.3,51039.7,20279.4,9709.84,0.0,0.0,0.0,435666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.46,21.5503,0.154,2425.38,2001000.0,0.2571,18351.0,72.15,349.57,5.18869,-41.5823,0.001672,7.138e-10,7700.0,3.94241,161349.0,62753.8,35765.9,17668.9,18888.7,13724.9,8033.78,5233.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.02,29.9903,0.1942,1959.85,171200.0,0.2713,21689.0,76.35,314.96,31.7467,159.258,0.00206,2.237e-08,45980.0,1.79816e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.16,29.2268,0.0427,2359.94,1614000.0,0.2455,41342.0,29.01,17.91,-36.7981,-158.579,0.004722,5.382e-08,43260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.59,21.7049,0.1799,1263.0,9076000.0,0.215,20556.0,12.57,330.32,-22.6592,-125.351,0.01037,3.439e-09,21840.0,0.000208671,67299.5,46533.3,21785.5,0.0,27765.8,16304.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.94,22.9049,0.3607,2962.4,2245000.0,0.1415,14103.0,54.75,59.93,-47.3741,-107.307,0.0003631,1.139e-09,16510.0,3.45823e-05,25381.2,8485.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.6,24.5938,0.089,2127.56,9041000.0,0.2666,28505.0,35.77,249.31,24.5302,97.9577,0.003072,2.207e-08,25640.0,4.43328e-11,26403.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.28,21.7286,0.1719,1779.33,2659000.0,0.1812,17758.0,56.33,41.78,32.7076,151.419,0.005992,2.767e-09,12710.0,0.000822436,93938.3,59907.3,35319.3,13217.8,24753.9,17301.7,8300.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392.59,20.1655,0.098,2272.74,633100.0,0.1197,23328.0,65.02,195.08,-37.9626,-101.881,0.0003603,3.312e-09,2840.0,1042.87,196421.0,108140.0,61575.4,32673.4,33025.0,25415.2,17858.7,14860.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174084.0,0.0,0.0
18.7,26.3094,0.1505,3226.12,5596000.0,0.2126,25421.0,30.93,13.43,-1.40784,-172.833,0.02617,3.714e-09,28100.0,1.41621e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.73,28.8387,0.1131,2429.02,8952000.0,0.1465,17831.0,34.4,263.37,28.5649,-165.947,0.0009997,4.978e-10,25280.0,3.37121e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
